Team,Phase,Season,Venue,Opponent,Match Result,Player,Role,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score
Royal Challengers Bangalore,Middle Overs,2018,M.Chinnaswamy Stadium,Rajasthan Royals,Win,AB de Villiers,Batter,20,18,111.11,,,38.89,111.1111111,,153.142,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,M.Chinnaswamy Stadium,Kolkata Knight Riders,Loss,AB de Villiers,Batter,55,30,183.33,,,30,183.3333333,,162.852,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,M.Chinnaswamy Stadium,Mumbai Indians,Win,AB de Villiers,Batter,49,31,158.06,,,38.71,158.0645161,,156.204,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,MA Chidambaram Stadium,Chennai Super Kings,Loss,AB de Villiers,Batter,4,7,57.14,,,57.14,57.14285714,,123.996,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Win,AB de Villiers,Batter,32,25,128,,,16,128,,127.528,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,Sawai Mansingh Stadium,Rajasthan Royals,Loss,AB de Villiers,Batter,13,9,144.44,,,44.44,144.4444444,,134.194,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,Wankhede Stadium,Mumbai Indians,Loss,AB de Villiers,Batter,42,30,140,,,23.33,140,,125.528,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,Dubai International Cricket Stadium,Delhi Capitals,Win,AB de Villiers,Batter,20,13,153.85,,,38.46,153.8461538,,124.686,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Loss,AB de Villiers,Batter,35,25,140,,,20,140,,141.258,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Win,AB de Villiers,Batter,3,9,33.33,,,66.67,33.33333333,,122.324,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,Sharjah Cricket Stadium,Chennai Super Kings,Loss,AB de Villiers,Batter,6,8,75,,,37.5,75,,108.436,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,Sharjah Cricket Stadium,Kolkata Knight Riders,Loss,AB de Villiers,Batter,11,9,122.22,,,33.33,122.2222222,,104.88,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,Sharjah Cricket Stadium,Punjab Kings,Loss,AB de Villiers,Batter,6,11,54.55,,,45.45,54.54545455,,85.02,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Win,AB de Villiers,Batter,4,9,44.44,,,55.56,44.44444444,,65.908,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Loss,AB de Villiers,Batter,0,1,0,,,100,0,,59.242,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Win,AB de Villiers,Batter,5,4,125,,,0,125,,69.242,,80.97546099
Royal Challengers Bangalore,Middle Overs,2018,Arun Jaitley Stadium,Delhi Daredevils,Win,AB de Villiers,Batter,47,24,195.83,,,20.83,195.8333333,,83.964,,80.97546099
Royal Challengers Bangalore,Middle Overs,2018,M.Chinnaswamy Stadium,Chennai Super Kings,Loss,AB de Villiers,Batter,52,22,236.36,,,18.18,236.3636364,,120.326,,80.97546099
Royal Challengers Bangalore,Middle Overs,2018,M.Chinnaswamy Stadium,Sunrisers Hyderabad,Loss,AB de Villiers,Batter,40,24,166.67,,,33.33,166.6666667,,144.772,,80.97546099
Royal Challengers Bangalore,Middle Overs,2018,Maharashtra Cricket Association Stadium,Chennai Super Kings,Loss,AB de Villiers,Batter,1,4,25,,,75,25,,149.772,,80.97546099
Royal Challengers Bangalore,Middle Overs,2018,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Win,AB de Villiers,Batter,5,9,55.56,,,44.44,55.55555556,,135.884,,80.97546099
Royal Challengers Bangalore,Middle Overs,2018,Sawai Mansingh Stadium,Rajasthan Royals,Win,AB de Villiers,Batter,32,23,139.13,,,17.39,139.1304348,,124.544,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,Arun Jaitley Stadium,Delhi Capitals,Win,AB de Villiers,Batter,16,18,88.89,,,38.89,88.88888889,,95.05,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,M.Chinnaswamy Stadium,Chennai Super Kings,Loss,AB de Villiers,Batter,2,2,100,,,50,100,,81.716,,80.97546099
Royal Challengers Bangalore,Middle Overs,2019,M.Chinnaswamy Stadium,Kings XI Punjab,Loss,AB de Villiers,Batter,36,25,144,,,12,144,,105.516,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Chennai Super Kings,Loss,AB de Villiers,Batter,37,35,105.71,,,34.29,105.7142857,,115.546,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Kings XI Punjab,Win,AB de Villiers,Batter,7,5,140,,,20,140,,115.72,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Mumbai Indians,Win,AB de Villiers,Batter,20,12,166.67,,,8.33,166.6666667,,131.276,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Rajasthan Royals,Win,AB de Villiers,Batter,14,12,116.67,,,41.67,116.6666667,,134.61,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Sunrisers Hyderabad,Loss,AB de Villiers,Batter,20,16,125,,,6.25,125,,130.81,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Sharjah Cricket Stadium,Kolkata Knight Riders,Loss,AB de Villiers,Batter,26,15,173.33,,,40,173.3333333,,144.334,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Sharjah Cricket Stadium,Sunrisers Hyderabad,Loss,AB de Villiers,Batter,22,20,110,,,40,110,,138.334,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Sheikh Zayed Stadium,Delhi Capitals,Loss,AB de Villiers,Batter,18,12,150,,,16.67,150,,135,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Sheikh Zayed Stadium,Mumbai Indians,Loss,AB de Villiers,Batter,15,12,125,,,50,125,,136.666,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Sheikh Zayed Stadium,Rajasthan Royals,Win,AB de Villiers,Batter,0,1,0,,,100,0,,111.666,,80.97546099
Royal Challengers Bangalore,Middle Overs,2020/21,Sheikh Zayed Stadium,Sunrisers Hyderabad,Loss,AB de Villiers,Batter,47,32,146.88,,,12.5,146.875,,106.376,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,Loss,AB de Villiers,Batter,31,18,172.22,,,16.67,172.2222222,,118.82,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Win,AB de Villiers,Batter,18,13,138.46,,,30.77,138.4615385,,116.512,,80.97546099
Royal Challengers Bangalore,Middle Overs,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Loss,AB de Villiers,Batter,1,5,20,,,80,20,,95.512,,80.97546099
Royal Challengers Bangalore,Middle Overs,2017,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Win,AF Milne,Batter,5,8,62.5,,,50,62.5,,62.5,9.12,40.90771688
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Kings XI Punjab,Win,AJ Finch,Batter,9,8,112.5,,,50,112.5,,109.21,,63.77086848
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Mumbai Indians,Win,AJ Finch,Batter,12,10,120,,,40,120,,107.654,,63.77086848
Royal Challengers Bangalore,Middle Overs,2020/21,Dubai International Cricket Stadium,Sunrisers Hyderabad,Loss,AJ Finch,Batter,17,15,113.33,,,40,113.3333333,,115.774,,63.77086848
Royal Challengers Bangalore,Middle Overs,2020/21,Sharjah Cricket Stadium,Kings XI Punjab,Loss,AJ Finch,Batter,4,2,200,,,50,200,,132.916,,63.77086848
Royal Challengers Bangalore,Middle Overs,2020/21,Sharjah Cricket Stadium,Kolkata Knight Riders,Loss,AJ Finch,Batter,24,20,120,,,30,120,,133.166,,63.77086848
Royal Challengers Bangalore,Middle Overs,2020/21,Sheikh Zayed Stadium,Kolkata Knight Riders,Win,AJ Finch,Batter,0,2,0,,,100,0,,110.666,,63.77086848
Royal Challengers Bangalore,Middle Overs,2020/21,Sheikh Zayed Stadium,Sunrisers Hyderabad,Loss,AJ Finch,Batter,13,15,86.67,,,46.67,86.66666667,,104,,63.77086848
Royal Challengers Bangalore,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Win,Akash Deep,Batter,0,2,0,,,100,0,,0,7.1875,125.4325848
Royal Challengers Bangalore,Middle Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Win,Akash Deep,Batter,9,3,300,,,0,300,,150,7.25,125.4325848
Royal Challengers Bangalore,Middle Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Loss,Anuj Rawat,Batter,2,3,66.67,,,66.67,66.66666667,,84.286,,78.11118788
Royal Challengers Bangalore,Middle Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Win,Anuj Rawat,Batter,40,26,153.85,,,26.92,153.8461538,,95.056,,78.11118788
Royal Challengers Bangalore,Middle Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Win,Anuj Rawat,Batter,4,5,80,,,20,80,,111.056,,78.11118788
Royal Challengers Bangalore,Middle Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Loss,Anuj Rawat,Batter,9,11,81.82,,,45.45,81.81818182,,106.468,,78.11118788
Royal Challengers Bangalore,Middle Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Win,Anuj Rawat,Batter,1,5,20,,,80,20,,80.468,,78.11118788
Royal Challengers Bangalore,Middle Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Loss,Anuj Rawat,Batter,2,8,25,,,75,25,,72.134,,78.11118788
Royal Challengers Bangalore,Middle Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Loss,Anuj Rawat,Batter,3,6,50,,,50,50,,51.364,,78.11118788
Royal Challengers Bangalore,Middle Overs,2014,JSCA International Stadium Complex,Chennai Super Kings,Win,CH Gayle,Batter,33,30,110,,,53.33,110,,115.305,6.3,69.16498401
Royal Challengers Bangalore,Middle Overs,2014,M Chinnaswamy Stadium,Rajasthan Royals,Loss,CH Gayle,Batter,1,7,14.29,,,85.71,14.28571429,,102.21,6.3,69.16498401
Royal Challengers Bangalore,Middle Overs,2014,M Chinnaswamy Stadium,Sunrisers Hyderabad,Win,CH Gayle,Batter,1,3,33.33,,,66.67,33.33333333,,78.0425,6.3,69.16498401
Royal Challengers Bangalore,Middle Overs,2014,Wankhede Stadium,Mumbai Indians,Win,CH Gayle,Batter,4,9,44.44,,,55.56,44.44444444,,50.515,6.3,69.16498401
Royal Challengers Bangalore,Middle Overs,2015,Eden Gardens,Kolkata Knight Riders,Win,CH Gayle,Batter,41,25,164,,,20,164,,73.212,,69.16498401
